Station Number,Station Name,Station Name,Station Name,Station Name of Snow,Station Name of Snow,Station Name of Snow,Latitude_Precipitation,Longitude_Precipitation,Altitude_Precipitation,Height of Anemometer,,,Latitude_Snow,Longitude_Snow,Altitude_Snow,Start Date,End Date
12231,下川　　　　　　　　,ｼﾓｶﾜ           ,SHIMOKAWA                     ,下川　　　　　　　　,ｼﾓｶﾜ           ,SHIMOKAWA                     ,44.295,142.637,0143,010.0,     ,      ,44.295,142.637,0143,1974-11-01,9999-99-99
12256,剣淵　　　　　　　　,ｹﾝﾌﾞﾁ          ,KENBUCHI                      ,　　　　　　　　　　,               ,                              ,44.107,142.353,0138,     ,     ,      ,      ,       ,    ,2005-11-10,9999-99-99
12261,士別　　　　　　　　,ｼﾍﾞﾂ           ,SHIBETSU                      ,　　　　　　　　　　,               ,                              ,44.187,142.417,0135,008.0,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
12266,朝日　　　　　　　　,ｱｻﾋ            ,ASAHI                         ,　　　　　　　　　　,               ,                              ,44.118,142.595,0225,010.0,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
12301,和寒　　　　　　　　,ﾜｯｻﾑ           ,WASSAMU                       ,和寒　　　　　　　　,ﾜｯｻﾑ           ,WASSAMU                       ,44.028,142.410,0150,010.0,     ,      ,44.028,142.410,0150,1977-10-12,9999-99-99
12386,江丹別　　　　　　　,ｴﾀﾝﾍﾞﾂ         ,ETAMBETSU                     ,　　　　　　　　　　,               ,                              ,43.870,142.260,0140,010.0,     ,      ,      ,       ,    ,1977-10-11,9999-99-99
12396,比布　　　　　　　　,ﾋﾟｯﾌﾟ          ,PIPPU                         ,　　　　　　　　　　,               ,                              ,43.870,142.470,0164,010.0,     ,      ,      ,       ,    ,1975-05-27,9999-99-99
12411,上川　　　　　　　　,ｶﾐｶﾜ           ,KAMIKAWA                      ,上川　　　　　　　　,ｶﾐｶﾜ           ,KAMIKAWA                      ,43.847,142.753,0324,010.0,     ,      ,43.847,142.753,0324,1974-11-01,9999-99-99
12442,旭川　　　　　　　　,ｱｻﾋｶﾜ          ,ASAHIKAWA                     ,旭川　　　　　　　　,ｱｻﾋｶﾜ          ,ASAHIKAWA                     ,43.757,142.372,0120,047.0,     ,      ,43.757,142.372,0120,1974-11-01,9999-99-99
12451,東川　　　　　　　　,ﾋｶﾞｼｶﾜ         ,HIGASHIKAWA                   ,　　　　　　　　　　,               ,                              ,43.702,142.508,0215,010.0,     ,      ,      ,       ,    ,1977-10-05,9999-99-99
12457,瑞穂　　　　　　　　,ﾐｽﾞﾎ           ,MIZUHO                        ,　　　　　　　　　　,               ,                              ,43.737,142.638,0289,     ,     ,      ,      ,       ,    ,1984-10-08,9999-99-99
12471,層雲峡　　　　　　　,ｿｳｳﾝｷｮｳ        ,SOUNKYO                       ,層雲峡　　　　　　　,ｿｳｳﾝｷｮｳ        ,SOUNKYO                       ,43.753,142.930,0540,     ,     ,      ,43.753,142.930,0540,1975-05-27,9999-99-99
12501,東神楽　　　　　　　,ﾋｶﾞｼｶｸﾞﾗ       ,HIGASHI-KAGURA                ,東神楽　　　　　　　,ﾋｶﾞｼｶｸﾞﾗ       ,HIGASHI-KAGURA                ,43.670,142.447,0211,010.0,     ,      ,43.670,142.447,0211,2003-01-01,9999-99-99
12512,志比内　　　　　　　,ｼﾋﾞﾅｲ          ,SHIBINAI                      ,　　　　　　　　　　,               ,                              ,43.643,142.582,0310,010.0,     ,      ,      ,       ,    ,1993-01-27,9999-99-99
12551,美瑛　　　　　　　　,ﾋﾞｴｲ           ,BIEI                          ,美瑛　　　　　　　　,ﾋﾞｴｲ           ,BIEI                          ,43.588,142.493,0250,010.0,     ,      ,43.588,142.493,0250,1975-05-28,9999-99-99
12596,上富良野　　　　　　,ｶﾐﾌﾗﾉ          ,KAMIFURANO                    ,　　　　　　　　　　,               ,                              ,43.455,142.465,0220,010.0,     ,      ,      ,       ,    ,1977-10-08,9999-99-99
12607,白金　　　　　　　　,ｼﾛｶﾞﾈ          ,SHIROGANE                     ,　　　　　　　　　　,               ,                              ,43.475,142.650,0658,     ,     ,      ,      ,       ,    ,1984-10-08,9999-99-99
12626,富良野　　　　　　　,ﾌﾗﾉ            ,FURANO                        ,富良野　　　　　　　,ﾌﾗﾉ            ,FURANO                        ,43.333,142.400,0174,009.9,     ,      ,43.333,142.400,0174,1974-11-01,9999-99-99
12632,麓郷　　　　　　　　,ﾛｸｺﾞｳ          ,ROKUGO                        ,　　　　　　　　　　,               ,                              ,43.302,142.522,0315,010.0,     ,      ,      ,       ,    ,1978-10-25,9999-99-99
12686,金山　　　　　　　　,ｶﾅﾔﾏ           ,KANAYAMA                      ,　　　　　　　　　　,               ,                              ,43.138,142.417,0284,     ,     ,      ,      ,       ,    ,2005-11-17,9999-99-99
12691,幾寅　　　　　　　　,ｲｸﾄﾗ           ,IKUTORA                       ,幾寅　　　　　　　　,ｲｸﾄﾗ           ,IKUTORA                       ,43.168,142.568,0350,009.9,     ,      ,43.168,142.568,0350,1977-10-07,9999-99-99
12746,占冠　　　　　　　　,ｼﾑｶｯﾌﾟ         ,SHIMUKAPPU                    ,占冠　　　　　　　　,ｼﾑｶｯﾌﾟ         ,SHIMUKAPPU                    ,42.978,142.395,0332,010.0,     ,      ,42.978,142.395,0332,1977-10-07,9999-99-99
13011,幌延　　　　　　　　,ﾎﾛﾉﾍﾞ          ,HORONOBE                      ,　　　　　　　　　　,               ,                              ,45.007,141.852,0005,     ,     ,      ,      ,       ,    ,2005-11-15,9999-99-99
13061,天塩　　　　　　　　,ﾃｼｵ            ,TESHIO                        ,天塩　　　　　　　　,ﾃｼｵ            ,TESHIO                        ,44.893,141.762,0009,009.9,     ,      ,44.893,141.762,0009,1974-11-01,9999-99-99
13086,遠別　　　　　　　　,ｴﾝﾍﾞﾂ          ,EMBETSU                       ,　　　　　　　　　　,               ,                              ,44.718,141.807,0007,010.0,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
13121,初山別　　　　　　　,ｼｮｻﾝﾍﾞﾂ        ,SHOSAMBETSU                   ,初山別　　　　　　　,ｼｮｻﾝﾍﾞﾂ        ,SHOSAMBETSU                   ,44.523,141.770,0027,009.9,     ,      ,44.523,141.770,0027,1977-10-28,9999-99-99
13146,焼尻　　　　　　　　,ﾔｷﾞｼﾘ          ,YAGISHIRI                     ,　　　　　　　　　　,               ,                              ,44.428,141.422,0038,010.0,     ,      ,      ,       ,    ,1977-10-27,9999-99-99
13181,羽幌　　　　　　　　,ﾊﾎﾞﾛ           ,HABORO                        ,羽幌　　　　　　　　,ﾊﾎﾞﾛ           ,HABORO                        ,44.363,141.700,0008,021.6,     ,      ,44.363,141.700,0008,1974-11-01,9999-99-99
13206,古丹別　　　　　　　,ｺﾀﾝﾍﾞﾂ         ,KOTAMBETSU                    ,古丹別　　　　　　　,ｺﾀﾝﾍﾞﾂ         ,KOTAMBETSU                    ,44.265,141.722,0015,     ,     ,      ,44.265,141.722,0015,1976-08-04,9999-99-99
13261,達布　　　　　　　　,ﾀｯﾌﾟ           ,TAPPU                         ,　　　　　　　　　　,               ,                              ,44.048,141.857,0030,010.0,     ,      ,      ,       ,    ,1977-10-31,9999-99-99
13277,留萌　　　　　　　　,ﾙﾓｲ            ,RUMOI                         ,留萌　　　　　　　　,ﾙﾓｲ            ,RUMOI                         ,43.945,141.632,0024,016.3,     ,      ,43.945,141.632,0024,1974-11-01,9999-99-99
13311,増毛　　　　　　　　,ﾏｼｹ            ,MASHIKE                       ,　　　　　　　　　　,               ,                              ,43.848,141.510,0020,010.0,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
13321,幌糠　　　　　　　　,ﾎﾛﾇｶ           ,HORONUKA                      ,幌糠　　　　　　　　,ﾎﾛﾇｶ           ,HORONUKA                      ,43.853,141.760,0020,010.0,     ,      ,43.853,141.760,0020,1977-10-31,9999-99-99
14026,浜益　　　　　　　　,ﾊﾏﾏｽ           ,HAMAMASU                      ,　　　　　　　　　　,               ,                              ,43.582,141.387,0003,009.9,     ,      ,      ,       ,    ,1977-10-12,9999-99-99
14071,厚田　　　　　　　　,ｱﾂﾀ            ,ATSUTA                        ,厚田　　　　　　　　,ｱﾂﾀ            ,ATSUTA                        ,43.397,141.437,0005,010.0,     ,      ,43.397,141.437,0005,1977-10-12,9999-99-99
14101,新篠津　　　　　　　,ｼﾝｼﾉﾂ          ,SHINSHINOTSU                  ,新篠津　　　　　　　,ｼﾝｼﾉﾂ          ,SHINSHINOTSU                  ,43.220,141.645,0009,010.0,     ,      ,43.220,141.645,0009,1974-11-01,9999-99-99
14116,山口　　　　　　　　,ﾔﾏｸﾞﾁ          ,YAMAGUCHI                     ,　　　　　　　　　　,               ,                              ,43.148,141.222,0005,010.0,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
14121,石狩　　　　　　　　,ｲｼｶﾘ           ,ISHIKARI                      ,石狩　　　　　　　　,ｲｼｶﾘ           ,ISHIKARI                      ,43.193,141.370,0005,010.1,     ,      ,43.193,141.370,0005,1990-03-08,9999-99-99
14136,江別　　　　　　　　,ｴﾍﾞﾂ           ,EBETSU                        ,　　　　　　　　　　,               ,                              ,43.110,141.602,0008,008.0,     ,      ,      ,       ,    ,2000-10-31,9999-99-99
14157,手稲山　　　　　　　,ﾃｲﾈﾔﾏ          ,TEINEYAMA                     ,　　　　　　　　　　,               ,                              ,43.083,141.202,0568,     ,     ,      ,      ,       ,    ,2010-03-24,9999-99-99
14163,札幌　　　　　　　　,ｻｯﾎﾟﾛ          ,SAPPORO                       ,札幌　　　　　　　　,ｻｯﾎﾟﾛ          ,SAPPORO                       ,43.060,141.328,0017,059.7,     ,      ,43.060,141.328,0017,1974-11-01,9999-99-99
14191,小金湯　　　　　　　,ｺｶﾞﾈﾕ          ,KOGANEYU                      ,小金湯　　　　　　　,ｺｶﾞﾈﾕ          ,KOGANEYU                      ,42.963,141.217,0230,     ,     ,      ,42.963,141.217,0230,1974-11-01,9999-99-99
14206,恵庭島松　　　　　　,ｴﾆﾜｼﾏﾏﾂ        ,ENIWA-SHIMAMATSU              ,恵庭島松　　　　　　,ｴﾆﾜｼﾏﾏﾂ        ,ENIWA-SHIMAMATSU              ,42.927,141.565,0030,009.9,     ,      ,42.927,141.565,0030,1974-11-01,9999-99-99
14286,支笏湖畔　　　　　　,ｼｺﾂｺﾊﾝ         ,SHIKOTSUKOHAN                 ,　　　　　　　　　　,               ,                              ,42.772,141.407,0290,010.0,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
14296,千歳　　　　　　　　,ﾁﾄｾ            ,CHITOSE                       ,千歳　　　　　　　　,ﾁﾄｾ            ,CHITOSE                       ,42.775,141.692,0022,010.0,     ,      ,42.775,141.692,0022,2003-01-01,9999-99-99
15041,朱鞠内　　　　　　　,ｼｭﾏﾘﾅｲ         ,SHUMARINAI                    ,朱鞠内　　　　　　　,ｼｭﾏﾘﾅｲ         ,SHUMARINAI                    ,44.282,142.162,0255,009.9,     ,      ,44.282,142.162,0255,1978-10-24,9999-99-99
15076,幌加内　　　　　　　,ﾎﾛｶﾅｲ          ,HOROKANAI                     ,幌加内　　　　　　　,ﾎﾛｶﾅｲ          ,HOROKANAI                     ,44.010,142.160,0159,009.4,     ,      ,44.010,142.160,0159,1975-05-28,9999-99-99
15116,石狩沼田　　　　　　,ｲｼｶﾘﾇﾏﾀ        ,ISHIKARINUMATA                ,石狩沼田　　　　　　,ｲｼｶﾘﾇﾏﾀ        ,ISHIKARINUMATA                ,43.815,141.927,0063,009.9,     ,      ,43.815,141.927,0063,1974-11-01,9999-99-99
15156,秩父別　　　　　　　,ﾁｯﾌﾟﾍﾞﾂ        ,CHIPPUBETSU                   ,秩父別　　　　　　　,ﾁｯﾌﾟﾍﾞﾂ        ,CHIPPUBETSU                   ,43.780,141.962,0051,007.9,     ,      ,43.780,141.962,0051,2022-10-31,9999-99-99
15161,深川　　　　　　　　,ﾌｶｶﾞﾜ          ,FUKAGAWA                      ,深川　　　　　　　　,ﾌｶｶﾞﾜ          ,FUKAGAWA                      ,43.718,142.073,0055,010.0,     ,      ,43.718,142.073,0055,1974-11-01,9999-99-99
15197,雨竜　　　　　　　　,ｳﾘｭｳ           ,URYU                          ,　　　　　　　　　　,               ,                              ,43.660,141.892,0042,     ,     ,      ,      ,       ,    ,2005-11-01,9999-99-99
15216,新城　　　　　　　　,ｼﾝｼﾞｮｳ         ,SHINJO                        ,　　　　　　　　　　,               ,                              ,43.612,142.203,0147,     ,     ,      ,      ,       ,    ,1984-10-05,9999-99-99
15231,空知吉野　　　　　　,ｿﾗﾁﾖｼﾉ         ,SORACHIYOSHINO                ,　　　　　　　　　　,               ,                              ,43.595,141.732,0100,010.0,     ,      ,      ,       ,    ,1978-10-31,9999-99-99
15241,滝川　　　　　　　　,ﾀｷｶﾜ           ,TAKIKAWA                      ,滝川　　　　　　　　,ﾀｷｶﾜ           ,TAKIKAWA                      ,43.570,141.938,0050,009.9,     ,      ,43.570,141.938,0050,1974-11-01,9999-99-99
15247,赤平　　　　　　　　,ｱｶﾋﾞﾗ          ,AKABIRA                       ,　　　　　　　　　　,               ,                              ,43.553,142.067,0120,     ,     ,      ,      ,       ,    ,2005-10-31,9999-99-99
15251,芦別　　　　　　　　,ｱｼﾍﾞﾂ          ,ASHIBETSU                     ,芦別　　　　　　　　,ｱｼﾍﾞﾂ          ,ASHIBETSU                     ,43.520,142.190,0091,010.0,     ,      ,43.520,142.190,0091,1974-11-01,9999-99-99
15276,浦臼　　　　　　　　,ｳﾗｳｽ           ,URAUSU                        ,　　　　　　　　　　,               ,                              ,43.428,141.808,0025,     ,     ,      ,      ,       ,    ,1983-08-02,9999-99-99
15311,月形　　　　　　　　,ﾂｷｶﾞﾀ          ,TSUKIGATA                     ,　　　　　　　　　　,               ,                              ,43.330,141.617,0050,010.0,     ,      ,      ,       ,    ,1975-05-16,9999-99-99
15321,美唄　　　　　　　　,ﾋﾞﾊﾞｲ          ,BIBAI                         ,美唄　　　　　　　　,ﾋﾞﾊﾞｲ          ,BIBAI                         ,43.363,141.827,0016,010.0,     ,      ,43.363,141.827,0016,1974-11-01,9999-99-99
15356,岩見沢　　　　　　　,ｲﾜﾐｻﾞﾜ         ,IWAMIZAWA                     ,岩見沢　　　　　　　,ｲﾜﾐｻﾞﾜ         ,IWAMIZAWA                     ,43.212,141.785,0042,022.1,     ,      ,43.212,141.785,0042,1974-11-01,9999-99-99
15391,栗沢　　　　　　　　,ｸﾘｻﾜ           ,KURISAWA                      ,　　　　　　　　　　,               ,                              ,43.122,141.745,0020,     ,     ,      ,      ,       ,    ,1975-06-07,9999-99-99
15431,長沼　　　　　　　　,ﾅｶﾞﾇﾏ          ,NAGANUMA                      ,　　　　　　　　　　,               ,                              ,43.012,141.693,0013,010.1,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
15442,夕張　　　　　　　　,ﾕｳﾊﾞﾘ          ,YUBARI                        ,夕張　　　　　　　　,ﾕｳﾊﾞﾘ          ,YUBARI                        ,43.038,141.957,0293,010.1,     ,      ,43.038,141.957,0293,1974-11-01,9999-99-99
15451,鹿島　　　　　　　　,ｶｼﾏ            ,KASHIMA                       ,　　　　　　　　　　,               ,                              ,43.080,142.100,0310,     ,     ,      ,      ,       ,    ,1983-08-02,9999-99-99
15491,沼の沢　　　　　　　,ﾇﾏﾉｻﾜ          ,NUMANOSAWA                    ,　　　　　　　　　　,               ,                              ,42.960,142.020,0161,     ,     ,      ,      ,       ,    ,1983-08-02,9999-99-99
16026,美国　　　　　　　　,ﾋﾞｸﾆ           ,BIKUNI                        ,　　　　　　　　　　,               ,                              ,43.272,140.563,0075,010.0,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
16061,神恵内　　　　　　　,ｶﾓｴﾅｲ          ,KAMOENAI                      ,　　　　　　　　　　,               ,                              ,43.145,140.423,0050,009.9,     ,      ,      ,       ,    ,1977-10-24,9999-99-99
16076,余市　　　　　　　　,ﾖｲﾁ            ,YOICHI                        ,余市　　　　　　　　,ﾖｲﾁ            ,YOICHI                        ,43.182,140.758,0020,010.0,     ,      ,43.182,140.758,0020,1974-11-01,9999-99-99
16091,小樽　　　　　　　　,ｵﾀﾙ            ,OTARU                         ,小樽　　　　　　　　,ｵﾀﾙ            ,OTARU                         ,43.182,141.015,0025,013.6,     ,      ,43.182,141.015,0025,1974-11-01,9999-99-99
16126,赤井川　　　　　　　,ｱｶｲｶﾞﾜ         ,AKAIGAWA                      ,赤井川　　　　　　　,ｱｶｲｶﾞﾜ         ,AKAIGAWA                      ,43.083,140.820,0148,     ,     ,      ,43.083,140.820,0148,1976-05-12,9999-99-99
16156,共和　　　　　　　　,ｷｮｳﾜ           ,KYOWA                         ,共和　　　　　　　　,ｷｮｳﾜ           ,KYOWA                         ,42.980,140.603,0015,010.0,     ,      ,42.980,140.603,0015,1974-11-01,9999-99-99
16206,蘭越　　　　　　　　,ﾗﾝｺｼ           ,RANKOSHI                      ,蘭越　　　　　　　　,ﾗﾝｺｼ           ,RANKOSHI                      ,42.810,140.542,0039,008.0,     ,      ,42.810,140.542,0039,1974-11-01,9999-99-99
16217,倶知安　　　　　　　,ｸｯﾁｬﾝ          ,KUTCHAN                       ,倶知安　　　　　　　,ｸｯﾁｬﾝ          ,KUTCHAN                       ,42.900,140.757,0176,030.8,     ,      ,42.900,140.757,0176,1974-11-01,9999-99-99
16252,寿都　　　　　　　　,ｽｯﾂ            ,SUTTSU                        ,寿都　　　　　　　　,ｽｯﾂ            ,SUTTSU                        ,42.795,140.223,0033,017.6,     ,      ,42.795,140.223,0033,1974-11-01,9999-99-99
16272,ニセコ　　　　　　　,ﾆｾｺ            ,NISEKO                        ,　　　　　　　　　　,               ,                              ,42.778,140.667,0113,     ,     ,      ,      ,       ,    ,2010-03-11,9999-99-99
16281,真狩　　　　　　　　,ﾏｯｶﾘ           ,MAKKARI                       ,　　　　　　　　　　,               ,                              ,42.775,140.880,0440,010.0,     ,      ,      ,       ,    ,1975-07-01,9999-99-99
16286,喜茂別　　　　　　　,ｷﾓﾍﾞﾂ          ,KIMOBETSU                     ,喜茂別　　　　　　　,ｷﾓﾍﾞﾂ          ,KIMOBETSU                     ,42.793,140.948,0264,010.0,     ,      ,42.793,140.948,0264,1974-11-01,9999-99-99
16321,黒松内　　　　　　　,ｸﾛﾏﾂﾅｲ         ,KUROMATSUNAI                  ,黒松内　　　　　　　,ｸﾛﾏﾂﾅｲ         ,KUROMATSUNAI                  ,42.663,140.310,0027,010.0,     ,      ,42.663,140.310,0027,1974-11-01,9999-99-99
17036,雄武　　　　　　　　,ｵｳﾑ            ,OMU                           ,雄武　　　　　　　　,ｵｳﾑ            ,OMU                           ,44.580,142.963,0014,016.6,     ,      ,44.580,142.963,0014,1974-11-01,9999-99-99
17076,興部　　　　　　　　,ｵｺｯﾍﾟ          ,OKOPPE                        ,　　　　　　　　　　,               ,                              ,44.470,143.108,0008,009.9,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
17091,西興部　　　　　　　,ﾆｼｵｺｯﾍﾟ        ,NISHI-OKOPPE                  ,西興部　　　　　　　,ﾆｼｵｺｯﾍﾟ        ,NISHI-OKOPPE                  ,44.332,142.935,0120,008.0,     ,      ,44.332,142.935,0120,1975-07-01,9999-99-99
17112,紋別　　　　　　　　,ﾓﾝﾍﾞﾂ          ,MOMBETSU                      ,紋別　　　　　　　　,ﾓﾝﾍﾞﾂ          ,MOMBETSU                      ,44.345,143.355,0016,013.6,     ,      ,44.345,143.355,0016,1974-11-01,9999-99-99
17116,紋別小向　　　　　　,ﾓﾝﾍﾞﾂｺﾑｶｲ      ,MOMBETSUKOMUKAI               ,紋別小向　　　　　　,ﾓﾝﾍﾞﾂｺﾑｶｲ      ,MOMBETSUKOMUKAI               ,44.303,143.403,0018,010.0,     ,      ,44.303,143.403,0018,2003-01-01,9999-99-99
17166,湧別　　　　　　　　,ﾕｳﾍﾞﾂ          ,YUBETSU                       ,　　　　　　　　　　,               ,                              ,44.213,143.618,0005,009.4,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
17196,滝上　　　　　　　　,ﾀｷﾉｳｴ          ,TAKINOUE                      ,滝上　　　　　　　　,ﾀｷﾉｳｴ          ,TAKINOUE                      ,44.177,143.062,0165,010.0,     ,      ,44.177,143.062,0165,1974-11-01,9999-99-99
17211,上藻別　　　　　　　,ｶﾐﾓﾍﾞﾂ         ,KAMIMOBETSU                   ,　　　　　　　　　　,               ,                              ,44.187,143.335,0094,     ,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
17246,常呂　　　　　　　　,ﾄｺﾛ            ,TOKORO                        ,　　　　　　　　　　,               ,                              ,44.115,144.037,0003,010.0,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
17306,遠軽　　　　　　　　,ｴﾝｶﾞﾙ          ,ENGARU                        ,遠軽　　　　　　　　,ｴﾝｶﾞﾙ          ,ENGARU                        ,44.053,143.540,0080,010.0,     ,      ,44.053,143.540,0080,1974-11-01,9999-99-99
17316,佐呂間　　　　　　　,ｻﾛﾏ            ,SAROMA                        ,佐呂間　　　　　　　,ｻﾛﾏ            ,SAROMA                        ,44.018,143.760,0054,010.0,     ,      ,44.018,143.760,0054,1974-11-01,9999-99-99
17341,網走　　　　　　　　,ｱﾊﾞｼﾘ          ,ABASHIRI                      ,網走　　　　　　　　,ｱﾊﾞｼﾘ          ,ABASHIRI                      ,44.017,144.278,0038,020.0,     ,      ,44.017,144.278,0038,1974-11-01,9999-99-99
17351,宇登呂　　　　　　　,ｳﾄﾛ            ,UTORO                         ,宇登呂　　　　　　　,ｳﾄﾛ            ,UTORO                         ,44.052,144.982,0144,010.0,     ,      ,44.052,144.982,0144,1975-05-12,9999-99-99
17386,丸瀬布　　　　　　　,ﾏﾙｾｯﾌﾟ         ,MARUSEPPU                     ,　　　　　　　　　　,               ,                              ,43.952,143.328,0242,     ,     ,      ,      ,       ,    ,1984-10-05,9999-99-99
17482,白滝　　　　　　　　,ｼﾗﾀｷ           ,SHIRATAKI                     ,白滝　　　　　　　　,ｼﾗﾀｷ           ,SHIRATAKI                     ,43.865,143.153,0475,010.0,     ,      ,43.865,143.153,0475,1993-01-27,9999-99-99
17501,生田原　　　　　　　,ｲｸﾀﾊﾗ          ,IKUTAHARA                     ,　　　　　　　　　　,               ,                              ,43.917,143.532,0199,010.0,     ,      ,      ,       ,    ,1974-11-01,9999-99-99
17512,仁頃山　　　　　　　,ﾆｺﾛﾔﾏ          ,NIKOROYAMA                    ,　　　　　　　　　　,               ,                              ,43.860,143.747,0261,     ,     ,      ,      ,       ,    ,2005-11-02,9999-99-99
